age,age_onset,filename,native_language,sex,speakerid,country
18,10,ukrainian5,ukrainian,male,955,ukraine
22,11,ukrainian6,ukrainian,female,1056,ukraine
18,8,ukrainian7,ukrainian,male,1091,ukraine
23,17,ukrainian8,ukrainian,male,1379,ukraine
30,20,ukrainian9,ukrainian,male,1520,ukraine
22,18,urdu1,urdu,male,390,pakistan
20,3,urdu10,urdu,male,1566,pakistan
20,6,urdu11,urdu,male,1576,pakistan
19,4,urdu12,urdu,female,1628,pakistan
22,4,urdu13,urdu,female,1795,pakistan
21,10,urdu14,urdu,male,2038,pakistan
28,8,urdu15,urdu,male,2102,pakistan
22,5,urdu16,urdu,male,2152,pakistan
48,6,urdu2,urdu,female,391,pakistan
25,3,urdu3,urdu,male,423,pakistan
29,4,urdu4,urdu,male,854,kuwait
23,12,urdu5,urdu,male,953,pakistan
24,3,urdu6,urdu,female,1014,india
23,5,urdu7,urdu,male,1061,pakistan
21,5,urdu8,urdu,female,1510,united arab emirates
20,5,urdu9,urdu,female,1539,usa
46,45,uyghur1,uyghur,female,392,china
34,32,uyghur2,uyghur,female,826,china
49,29,uyghur3,uyghur,female,1703,china
39,39,uzbek1,uzbek,female,393,uzbekistan
35,28,uzbek2,uzbek,female,394,afghanistan
40,8,uzbek3,uzbek,male,646,uzbekistan
35,12,uzbek4,uzbek,female,2126,uzbekistan
29,12,vietnamese1,vietnamese,male,395,vietnam
57,18,vietnamese10,vietnamese,female,1192,vietnam
67,15,vietnamese11,vietnamese,male,1201,vietnam
24,9,vietnamese12,vietnamese,female,1529,vietnam
23,6,vietnamese13,vietnamese,male,1562,vietnam
51,20,vietnamese14,vietnamese,male,1698,vietnam
29,15,vietnamese15,vietnamese,male,1809,vietnam
52,17,vietnamese16,vietnamese,male,1850,vietnam
33,11,vietnamese17,vietnamese,female,1940,vietnam
19,11,vietnamese18,vietnamese,female,2010,vietnam
18,4,vietnamese19,vietnamese,female,2013,vietnam
29,25,vietnamese2,vietnamese,male,396,vietnam
46,25,vietnamese20,vietnamese,female,2042,vietnam
21,16,vietnamese21,vietnamese,male,2099,vietnam
23,8,vietnamese22,vietnamese,male,2151,vietnam
28,9,vietnamese3,vietnamese,female,397,vietnam
25,15,vietnamese4,vietnamese,female,398,vietnam
34,31,vietnamese5,vietnamese,male,399,vietnam
41,12,vietnamese6,vietnamese,male,400,vietnam
29,18,vietnamese7,vietnamese,female,401,vietnam
69,12,vietnamese8,vietnamese,male,447,vietnam
20,14,vietnamese9,vietnamese,male,1134,vietnam
24,7,vlaams1,vlaams,male,819,belgium
21,14,vlaams2,vlaams,female,1472,belgium
22,14,vlaams3,vlaams,female,1478,belgium
50,12,vlaams4,vlaams,female,1638,belgium
21,12,wolof1,wolof,male,402,senegal
37,11,wolof2,wolof,male,403,senegal
52,14,wolof3,wolof,female,781,senegal
56,12,wolof4,wolof,female,782,senegal
30,13,wolof5,wolof,female,783,senegal
25,13,wolof6,wolof,male,1787,senegal
30,12,wu1,wu,female,1646,china
35,15,xasonga1,xasonga,female,785,senegal
50,14,xiang1,xiang,female,208,taiwan
30,12,xiang2,xiang,male,1417,china
36,13,xiang3,xiang,male,1522,china
23,10,xiang4,xiang,female,2163,china
19,13,yakut1,yakut,female,1252,russia
34,14,yapese1,yapese,female,433,federated states of micronesia
60,8,yiddish1,yiddish,male,404,france
78,6,yiddish2,yiddish,female,405,canada
52,5,yiddish3,yiddish,male,1161,usa
89,20,yiddish4,yiddish,female,1164,austria
86,26,yiddish5,yiddish,female,1170,lithuania
20,20,yoruba1,yoruba,male,414,benin
40,2,yoruba2,yoruba,female,756,nigeria
46,5,yoruba3,yoruba,female,766,nigeria
46,12,yoruba4,yoruba,male,851,nigeria
47,2,yoruba5,yoruba,female,2023,nigeria
31,1,yupik1,yupik,female,571,usa
24,14,zulu1,zulu,female,406,zimbabwe
